Original_Entry_ID,Gene_Symbol,SMILES
3245710,TRPC6,P(=O)(N1CCOCC1)(N2CCOCC2)C(N3CCOCC3)C4=CC=5OCOC5C=C4
2981591,TRPC6,S(CCNCC=1C(OCC2=CC=C(F)C=C2)=CC=CC1)C=3N(N=NN3)C
16195267,TRPC6,FC(F)(F)C=1C=CC(NC(=O)CNCC=2C(OC)=CC=CC2)=CC1
2547421,TRPC6,S(=O)(=O)(NCC(OCC(=O)C=1NC=CC1)=O)C=2C=C(C=CC2)C#N
3768424,TRPC6,S=C(N1CC(CCC1)C(OCC)=O)NC=2C=C(C=C(C2)C)C
3237199,TRPC6,S1C(C(N2CCOCC2)C(NC(=O)CC=3SC=CC3)C)=CC=C1
4523421,TRPC6,O=C(NC1=CC(CC)=CC=C1)CC=2C=3C(N(C2)C)=CC=CC3
3240908,TRPC6,OC=1N(C(O)=C2C1C3CC2C=C3)C(C)C(=O)NC4=CC=CN=C4
3118907,TRPC6,O=C1N(N(C(C1=NNC2=CC(OC)=C(N)C=C2)=C)C)C3=CC=CC=C3
3122141,TRPC6,OC(CN1C(CCCC1C)C)CN2C=3C(C=4C2=CC=CC4)=CC=CC3
7200143,TRPC6,S(CCN1CCCC1)C=2N(C(O)=C3N=C4C(=C3N2)C=CC=C4)CC=C
858797,TRPC6,S=C(NCCC=1C(=CC=CC1)C)NC2=CC=C(C=C2)C(OC)=O
625873,TRPC6,ClC1=CC=C(C2C(=C(N(C(=C2C(OC)=O)C)C)C)C(OC)=O)C=C1
3163431,TRPC6,S(=O)(=O)(C1=CC=C(C=C1)C)CC(=O)NC=2SC(=NN2)COC
2100887,TRPC6,O(CC(=O)NC1=C(C=CC=C1)C)C(=O)C=2C(O)=NC(O)=NC2
736924,TRPC6,S(C1=C(SC2=NC=CC=C2)C=C(C(=C1)C#N)C#N)C3=NC=CC=C3
843677,TRPC6,S1C(=C(C(C=2N(CC3=CC=CC=C3)C(S)=NN2)=C1)CC)C
867649,TRPC6,O=C(C=1N(C2=CC=C(C=C2)C)C=NC1N)C3=CC(N(=O)=O)=CC=C3
3184659,TRPC6,S(=O)(=O)(N1CCC(CC1)C)C2=CC=C(S(=O)(=O)NCC3=CC=CC=C3)C=C2
24792822,TRPC6,O=C(N1CCN(CC1)CC)CCN2C3=NC=CC=C3N4C(C2=O)=CC=C4
803154,TRPC6,O(C=1C(CC(=O)NC=2C=C(OC)C=C(OC)C2)=CC=CC1)C
4197069,TRPC6,S1CCN2C1=NC=C(C2=O)C(=O)NC=3C=C(OC)C(OC)=CC3
9580331,TRPC6,S1C(/C=N/NC(=O)CC2=CC(OC)=C(OC)C=C2)=CC=C1
2364031,TRPC6,S1C(CNC(=O)COC(=O)COC2=CC(=CC(=C2)C)C)=CC=C1
2699365,TRPC6,ClC1=C(CN(CC(=O)NC=2C=CC(=CC2)C#N)C)C=CC(Cl)=C1
4313662,TRPC6,O1C2=C(CC(=CC(=O)C=3C(=CC=C(C3)C)C)C1=O)C=CC=C2OC
6405730,TRPC6,BrC1=CC=C(C2=NN=C(N=C2N3CCSCC3)C4=CC=C(Cl)C=C4)C=C1
1091562,TRPC6,S(=O)(=O)(N1CCN(CC1)C2=NC=CC=C2)C3=C(OC)C=CC(OC)=C3
660121,TRPC6,OC1=C(CN2CCCCC2)C3=C(N(C(=C3C(OCC)=O)C)C)C=C1
7205907,TRPC6,S(CC(=O)N1CCCCC1)C2=NN=C(C3=CC(N(=O)=O)=CC=C3)C=C2
2098763,TRPC6,ClC1=C(C(NC(=S)NC2CCN(CC2)CC3=CC=CC=C3)=CC=C1)C
310551,TRPC6,FC=1C=C(C(=O)NC=2C=CC(NC=3C=CC=CC3)=CC2)C=CC1
5131736,TRPC6,O=C(NC(C)(C)C)C1C(C1)(C2=CC=CC=C2)C3=CC=CC=C3
23724078,TRPC6,O(C(=O)C1(CCCN(C1)C(=O)C=C(C)C)CC2=CC=CC=C2)CC
655706,TRPC6,O=C(N(C1CCCCC1)CC=2C=3C(N=C(O)C2)=CC=CC3)CC
2491904,TRPC6,S(C=1N(C2=CC=CC=C2)C=NN1)CC(=O)NCC=3SC=CC3
3112799,TRPC6,S(=O)(=O)(NC(=O)CCCC)C1=CC=C(/N=N/N2CCOCC2)C=C1
3150889,TRPC6,O=C(NC(C12CC3CC(C1)CC(C2)C3)C)C4=C(OC=C4)C
2351198,TRPC6,S(C=1C=C(OC)C(=CC1)C(OCC=2C=CC(=CC2)C(OC)=O)=O)C
24790661,TRPC6,O1C2=C(C(=C1C(=O)NCC3=NC(=CN3)C)C)C=C(C=C2)C
4844974,TRPC6,FC=1C(CN(C(=O)C=2C=CC(OC3=CC=CC=C3)=CC2)C)=CC=CC1
647942,TRPC6,O1C(=C(C=2C1=CC=CC2)C)C(=O)NC=3C=4N=CC=CC4C=CC3
5857014,TRPC6,O1CCN(CC1)CCN=C(C2C(=O)N(CCCC)C(=O)NC2=O)C
5347475,TRPC6,FC(F)(F)C1N2N=CC(=C2NC(C1)C3=CC=C(F)C=C3)C(O)=O
2216048,TRPC6,O(CCNC(=O)CCC1=CC=CC=C1)C2=CC(=CC(=C2)C)C
6865783,TRPC6,S1C=2N=CN(/N=C/C3=CC=CN=C3)C(=O)C2C(=C1C(OCC)=O)C
1291421,TRPC6,S(O)(O)(=CC(=O)N1CCN(CC1)C=2C(F)=CC=CC2)=CC3=CC=CC=C3
1488730,TRPC6,S(=O)(=O)(C1=C(N2CCCC2)N=C(C=C1C)C)C3=CC=C(C=C3)C
7660698,TRPC6,O1N=C(C(=C1C)C(OCC(=O)NC(=O)C=2C=CC=CC2)=O)CC
4884038,TRPC6,S1C(NC(=O)C2=CC=3N=C(C(=NC3C=C2)CC)CC)=NN=C1CC
4047352,TRPC6,S(=O)(=O)(N1N=C(OC(=O)C2=C(OC)C=CC=C2)C=C1N)C3=CC=CC=C3
661161,TRPC6,O(C(=O)CNC=1N=C(N=C2C1C=CC=C2)C=3C=CN=CC3)C
675181,TRPC6,O1C=2C(C=C1C(=O)NC=3C(OC)=CC=C(OC)C3)=CC=CC2
9636219,TRPC6,O=C(O)C=1C=CC(N/N=C/C2=CC3=NC=CN=C3C=C2)=CC1
9587592,TRPC6,O(CCCC(O/N=C(\N)/C1=NC=CC=C1)=O)C2=CC=CC=C2
6871822,TRPC6,O(C=1C(=CC=CC1)/C=C/C=N/NC(=O)C=2C=CN=CC2)C
4791129,TRPC6,S(=O)(=O)(NCC(=O)NCC1CCCCC1)C2=C(C(=CC(=C2C)C)C)C
22433007,TRPC6,O(C1=CC(NC2=NC=NC(NC=3C=CC(OC)=CC3)=C2)=CC=C1)C
7492204,TRPC6,FC=1C(CC(=O)NC2=C(N3CCCC3)C=CC=C2)=CC=CC1
8624377,TRPC6,S=C(N1CCC(CC1)CC2=CC=CC=C2)NC=3C=CC(OC)=CC3
971664,TRPC6,S(=O)(=O)(N1CCN(CC1)C(=O)NC2=CC(=CC=C2)C(=O)C)C
6619146,TRPC6,O1N=C(C(=O)NCCCN2C=CN=C2)C=C1C3=CC=C(OC)C=C3
477706,TRPC6,O=C(NC12CC3CC(C1)CC(C2)C3)C=4C=CC(N(=O)=O)=CC4
18575888,TRPC6,S1C=2N(C(=O)C(C(=O)NCCCN3CCCC3=O)C(=O)N2)C(=C1)C
979232,TRPC6,BrC=1C=C(C(=O)NC2=CC=C(CN3CCOCC3)C=C2)C=CC1OC
3147067,TRPC6,FC(F)(F)C1=NN(C(O)(C(C)(C)C)C1)C(=O)COC=2C(=CC=CC2)C
2958366,TRPC6,O1C(CC2=C(C1=O)C=CC=C2)(C)C(=O)NC=3C=CC(=CC3)CC
1006841,TRPC6,S(=O)(=O)(NC1=C(C(=CC=C1)C(OC)=O)C)C2=CC(OC)=C(OC)C=C2
15945426,TRPC6,S(C(C(=O)NC=1C=C2OCOC2=CC1)C)C=3SC=4C(N3)=CC=CC4
2968088,TRPC6,FC(F)(F)C1(NC(=O)N(C1=O)CC2=CC=CN=C2)C3=CC=CC=C3
5405992,TRPC6,O=C(N/N=C\C1=NC=CC=C1)CN2C=3C(N=C2C)=CC=CC3
3237118,TRPC6,O1C=2C(N(CCC(=O)NCCC=3CCCCC3)C(=O)C1)=CC=CC2
12006159,TRPC6,ClC=1C=2N=C(SC2C=CC1)N(CCN(C)C)C(=O)C3=CC(Cl)=CC=C3
18105480,TRPC6,S(=O)(=O)(N1CCN(CC1)C(=O)C(SC2=CC=CC=C2)C)C3=CC=CC=C3
2547406,TRPC6,S1C(NC(=O)CC=2C3=C(OC2)C=C(OC)C=C3)=NC=C1C
3094072,TRPC6,S1C(C(=O)NCCCCCCNC(=O)C=2SC=CC2)=CC=C1
16590067,TRPC6,ClC=1C(N)=CC(=CC1)C(OCC(=O)NNC(=O)C=2SC=CC2)=O
1602787,TRPC6,S1C(=NN=C1NC(=O)CCC(=O)NC2CCCCCCC2)C(C)C
655576,TRPC6,ClC=1C(CNC(=O)CCN2N=C(N=N2)C=3SC=CC3)=CC=CC1
5863068,TRPC6,SC=1N2C(=NC(CC(=O)NC(C)C)=C2O)C3=C(N1)C=CC=C3
2352753,TRPC6,S1C(CC(OCC(=O)NC2=C(F)C(F)=C(F)C=C2)=O)=CC=C1
6535287,TRPC6,S(=O)(=O)(NN1C(=O)/C(/SC1=S)=C/C=2SC=CC2)C3=CC=C(C=C3)C
894029,TRPC6,S(=O)(=O)(N(C=1C=CC(=CC1)C(=O)NCCC2=CC=CC=C2)C)C
2847280,TRPC6,O1C2C3C(C(C(CC3(OC=4C2=CC=CC4)C)C)(C1)COC(=O)C)C
963907,TRPC6,S(=O)(=O)(/C(=C/C=1C=2C(NC1C)=CC=CC2)/C#N)C3=CC=CC=C3
657790,TRPC6,O=C1N(CN(C2=NC(=CC(=N2)C)C)C#N)C(=O)C=3C1=CC=CC3
5985713,TRPC6,O=C1NC=2N(N=C(N2)NC(=O)CCC)C(C1)C3=CC=CC=C3
2183872,TRPC6,O(C=1C=C(C(=O)NCCCC2=CC=CC=C2)C=CC1OC)C
6490894,TRPC6,FC=1C=C(C(=O)NCCCNC(=O)C=2OC=CC2)C=CC1
3733813,TRPC6,O1C=2C(NC(=O)C1)=CC(N3C(=O)C=4C(C3=O)=CC=CC4)=CC2
4399342,TRPC6,S(=O)(=O)(N1CCN(C1)C(=O)CSC=2SC(=NN2)C)C3=CC=C(C=C3)C
3162263,TRPC6,S1C=2C(N=C1C)=CC(NC(=O)C3OC=4C(OC3)=CC=CC4)=CC2
4374857,TRPC6,BrC=1C=C(C(=O)NC=2C=C(S(=O)(=O)N(C)C)C=CC2)C=NC1
715266,TRPC6,S=C(N1CCN(CC1)C/C=C/C2=CC=CC=C2)NC(C)C
4796090,TRPC6,ClC=1C(CN(C=C2C3=C(OC(=O)C2)C=C(C(=C3)C)C)C)=CC=CC1
7929800,TRPC6,S(=O)(=O)(N1CCCCCC1)C2=CC(NC(=O)C3CCC3)=CC=C2
3238099,TRPC6,OC=1N(C(O)=C2C1C3CC2C=C3)CCC(=O)NCC4=CC=CN=C4
735788,TRPC6,O(C1=C(NC(=O)CCC(=O)O)C=CC=C1)C2=CC=CC=C2
971860,TRPC6,S=C(N1CCN(CC1)C2=NC=CC=C2)NC3=CC(=CC=C3)C(=O)C
11909677,TRPC6,S1C[C@@H]2N(C1)C(=O)CN(C2=O)CC3=CC(=CC=C3)C(F)(F)F
2219052,TRPC6,ClC=1C2=C(SC1C(=O)NC3=NN(N=N3)CCCC)C=C(Cl)C=C2
1015268,TRPC6,BrC=1C=C(CC)C=CC1OCC(=O)NC(=S)NC=2C=CC(F)=CC2
24819290,TRPC6,O=C(N1CC(NC=2C=C(C(=CC2)C)C)CCC1)C3=CC(OC)=CC=C3
649533,TRPC6,OC=1N(C(O)=C2C1CC=3C(CCCC3C2)(C)C)C4=CC=CC=C4
9651203,TRPC6,S=C(NCC1=CC=CC=C1)N/N=C(/C2=C(OC)C=CC=C2)\C
6464700,TRPC6,S(C=1N(C(=NN1)C2CC2)C(C)C)CC(=O)NCC=3OC=CC3
2941798,TRPC6,O1C=2C(C(C3=CC=C(OC)C=C3)C(C1=N)C#N)=CC=4OCOC4C2
1798823,TRPC6,ClC=1C=C(OCCO/C=C(/C2=CC=CC=C2)\C(OCC)=O)C=CC1Cl
20934816,TRPC6,OC1=C(N(C2=C1C=CC=C2)C(=O)C)N(C3=CC=C(C=C3)C)C
16191592,TRPC6,S1C(CN2CC(CCC2)C(=O)C3=CC(OC(C)C)=CC=C3)=CN=C1C
1078736,TRPC6,S1C=2CC3=C(C2N=C1NC(=O)C=4C=CC=CC4)C=CC(OC)=C3
1547896,TRPC6,S(=O)(=O)(N(C)C)C=1C=CC(=CC1)C(=O)NC2=C(C=CC=C2)C
2208425,TRPC6,S=C(NCCCCC1=CC=CC=C1)NC2=CC(=CC=C2)C(=O)C
3240617,TRPC6,O1N=C(C=C1C(O)NC2CCCCC2)C3=CC(OC)=C(OC)C(OC)=C3
602841,TRPC6,ClC1=CC=C(S(=O)(=O)NCC(NC=2C=CC=CC2)C3=CC=CC=C3)C=C1
6881383,TRPC6,S1/C(/C(=O)N=C1N/N=C/C=2C=CC=CC2)=C\C(OC)=O
2859719,TRPC6,ClC=1C=C(N2C(O)=C(N3CCN(CC3)C(OCC)=O)C=C2O)C=CC1Cl
650567,TRPC6,S(C=1N(C(=NN1)C2=CC=CN=C2)C)CC(=O)NC3=NOC(=C3)C
2504188,TRPC6,ClC=1C(CC(=O)NCCC=2C=3C(NC2)=CC=CC3)=C(F)C=CC1
6471824,TRPC6,O(C(C(=O)N1CCC(CC1)CC2=CC=CC=C2)C)C=3C(OC)=CC=CC3
5345764,TRPC6,S=C(NNC1=C2C(=NC1=O)C=CC=C2)NC3=CC=C(O)C=C3
804867,TRPC6,S=C1N(CCCN2CCC(CC2)C)C(=O)C3=C(N1)C=CC=C3
1900925,TRPC6,FC(F)(F)C(NCC1=CC(=CC=C1)C(F)(F)F)(NC(OCC)=O)C(F)(F)F
5901690,TRPC6,ClC1=CC(NC(=O)COC(=O)/C=C/C(OCC)=O)=CC=C1OC
16190275,TRPC6,FC=1C(N2CCC(N3CCC(CC3)(CC4=CC=CC=C4)CO)CC2)=CC=CC1
5411269,TRPC6,O1C(=N/C(=C\C2=CC=C(OC)C=C2)/C1=O)C=3C=CC(=CC3)C
646318,TRPC6,O=C1N(C(=O)N(C=2N=C(N(C21)CC3=CC=CC=C3)NC)C)C
661343,TRPC6,N12C(N3C(=NC=C3)C)=CC(=C(C1=NC=4C2=CC=CC4)C#N)CCC
2920893,TRPC6,S(=O)(=O)(NC=1N=CC=C(C1)C)C2=C(C=CC(N(=O)=O)=C2)C
22515179,TRPC6,S1(=O)(=O)N(C(C(=O)NC2CCCC2)=CC(=N1)C=3C=CC(OC)=CC3)C
2809273,TRPC6,S1N=C(N=C1N2CCN(CC2)C(=O)NC=3C=CC=CC3)C=4C=CC=CC4
11957180,TRPC6,S(C1=CC(NCCCO)=C(N(=O)=O)C2=NON=C21)C=3SC=4C(N3)=CC=CC4
2209589,TRPC6,S=C(NC1CCN(CC1)CC2=CC=CC=C2)NC=3C=C(OC)C(OC)=CC3
666149,TRPC6,O=C(NC=1C=C2N=C(N(C2=CC1)C)CCN3CCCCC3)C4CCCCC4
1155412,TRPC6,S(CCN1CCCCC1)C=2N(CCC3=CC=CC=C3)C(=O)C4=C(N2)C=CC=C4
2972201,TRPC6,S=C(N1CC(CCC1)CO)NC=2C(=CC=C(C2)C(OC)=O)C(OC)=O
3239862,TRPC6,O1C2(OCC1)CCN(CC2)C(=O)CN3C(=O)C4=C(N(C3=O)C)C=CC=C4
24761396,TRPC6,BrC1=CC=C(S(=O)(=O)CC=2OC(=CC2)C(=O)NCC(OC)OC)C=C1
2868262,TRPC6,BrC1=CC=C(C=2N(C(O)=C(O)C2C(=O)C)C3=CC=C(Br)C=C3)C=C1
6863205,TRPC6,SC=1N(/N=C/C2=CC(N(=O)=O)=CC=C2)C(=NN1)COC3=CC=CC=C3
16187254,TRPC6,S1C(=NC(=C1)C)C(N(C(=O)CCC=2OC(=NN2)CCC3=CC=CC=C3)C)C
5733534,TRPC6,O(C=1C=CC(N/C(=N/C2=NC(=C(C(O)=N2)C)C)/N)=CC1)CC
6868811,TRPC6,S=C(NCC=C)N/N=C/C=1OC(C2=CC(N(=O)=O)=CC=C2)=CC1
3254635,TRPC6,O=C(NC(CC1=CC=CC=C1)C(OC)=O)CCC=2C=3C(NC2)=CC=CC3
4114038,TRPC6,S=C(N1CCC(N(CC2OCCC2)C)CC1)NC3=C(C(=CC=C3)C)C
24687725,TRPC6,ClC=1C(=CC(NC(=O)CN(C(=O)C2=NOC(=C2)C)C)=CC1)C(F)(F)F
5749722,TRPC6,O1CCN(CC1)C=2N=CN=C(NN=C(C3=CC=C(O)C=C3)C)C2
24816893,TRPC6,S1C=2CCN(CC2C=C1)C(=O)C3=NOC(=C3)COC4=C(C=CC(=C4)C)C
7353046,TRPC6,FC(F)(F)C=1C(N2C(O)=C3C(NN=C3C(=O)C4=NC=CN=C4)=C2O)=CC=CC1
730639,TRPC6,S1C(C(=O)NNC(=O)C=2C=CC(NC(=O)CCC)=CC2)=CC=C1
1888033,TRPC6,S(C=1OC=2C(N1)=CC=CC2)CC#CCOC(=O)C=3OC=4C(C3)=CC=CC4
1878251,TRPC6,S1C(N=CC2C(=O)CCCC2=O)=C(C(C3=CC=C(OC)C=C3)=C1)C(OCC)=O
24790179,TRPC6,O=C(N1CC(NC=2C=C(C(=CC2)C)C)CCC1)C3=NN4C(N=CC=C4)=C3
4099103,TRPC6,S(=O)(=O)(N1CCC(CC1)C(=O)NCC2=CC=3OCOC3C=C2)N4CCCCC4
656172,TRPC6,S(CC(=O)N1CCOCC1)C=2N(C(=NN2)CC3=CC=CC=C3)C4=CC=CC=C4
7423367,TRPC6,S(O)(=O)(N1CCC(CC1)C(OCC)=O)CC=NC(=O)C2=CC=3OCOC3C=C2
4827389,TRPC6,O(C1=CC2=C(NCC3=CC=C(OC)C=C3)C=C(N=C2C=C1)C)C
645537,TRPC6,OC=1N(C(NC2=C(C(=CC=C2)C)C)=NC1)C3=CC(OC)=C(OC)C=C3
6622439,TRPC6,S1C=2C=3C(N(C(=O)C2C=C1C(=O)NCC(OC)OC)CC)=CC=CC3
24856230,TRPC6,O=C1N(N([C@@]1(CC2=CC=CC=C2)C3=CC=CC=C3)C(OC)=O)C(OC)=O
6622014,TRPC6,S1C(N2CCOCC2)=C(C=C1C(=O)NCCC3=CC=CC=C3)C4=CC=CC=C4
6427274,TRPC6,O([C@@H]1[C@@H](OC(=O)C)C=2C(C=3C1=CC=CC3)=CC=CC2)C(=O)C
11877830,TRPC6,O=C(O)[C@H]1N(C[C@@H]2[C@H]1C2)C3=NC=CC=C3N(=O)=O
1085403,TRPC6,S(=O)(=O)(N(CC(=O)NC=1C=C2OCOC2=CC1)C)C3=CC=C(F)C=C3
896934,TRPC6,S1C(=C(NC(=O)C=2C(=NOC2C)C=3C=CC=CC3)C=C1)C(OC)=O
24792836,TRPC6,BrC1=CC(NC(=O)CCNS(=O)(=O)C2=CC=3OC(O)=NC3C=C2)=CC=C1
4602044,TRPC6,S=C(N(C(C1=CC=CN=C1)C)CCN(C)C)NC2=CC(=CC=C2)C
16013945,TRPC6,S(=O)(=O)(N1CCC(OC2=CC=C(N3N=NN=C3)C=C2)CC1)C=4C(F)=CC=CC4
20955277,TRPC6,O(C1=NC=2C(N(CC(=O)NC3=CC(=CC=C3)C)C1=O)=CC=NC2)CC
2270670,TRPC6,O1C(CNC(=O)C(=NC(=O)C=2OC=CC2)CC=3C=CC=CC3)=CC=C1
2921944,TRPC6,S=C1NC(O)(C(C(N1)C=2C=C(O)C(O)=CC2)C(OCC)=O)C(F)(F)F
2290414,TRPC6,ClC1=CC(=C(OCC(=O)NCCOC(=O)N=C2SC(=S)N(C2C)C)C=C1)C
7527069,TRPC6,S(=O)(=O)(NC1=C(F)C=CC=C1)C2=CC3=C4N(CCC3)C(=O)CCC4=C2
917217,TRPC6,O(C1=C(NC(=O)C=2C=3C(N=C(O)C2)=CC=CC3)C=CC=C1)C
7150788,TRPC6,S(=O)(=O)(NCCC=1N=C2N(C1)C=CC(=C2)C)C3=CC=4C(C=C3)=CC=CC4
645162,TRPC6,S1N=NC(C(=O)N(C(CC)C)CC(=O)NCC2=CC=C(OC)C=C2)=C1
6876752,TRPC6,S1CC(OC=2C=CC(=CC2)/C=N/NC(=O)C3=CC(OC)=CC=C3)C1
12005972,TRPC6,S=C(NCC(N1CCOCC1)C2=CC=CN=C2)NC3=C(C(=CC=C3)C)C
3331464,TRPC6,S(CC(=O)NC12CC3CC(C1)CC(C2)C3)C=4N(N)C(=O)C(=NN4)C
1325285,TRPC6,S1/C(=C(/C2=CC=C(OC)C=C2)\C)/C(=O)N(CCC(=O)O)C1=S
5308166,TRPC6,S1C(CN=C1N(C=2C(OC)=CC=CC2)C(=O)NCC3=CC=CC=C3)C
4780591,TRPC6,FC=1C(NC=2N=CC=CC2C(OCC(=O)NC(CC)C)=O)=CC=CC1
5429427,TRPC6,S=C1N(C(=O)C(C(=O)N1CC)C=NC=2C=CC(N3CCOCC3)=CC2)CC
15995339,TRPC6,S(=O)(=O)(CCC(=O)N1CC(CCC1)C)C2=CC=3CCN(C3C=C2)C(=O)CC
2473928,TRPC6,S1CC(=O)N(CCNC(=O)CSC=2N=C3C(=C(C2)C)C=CC=C3)C1=O
5761516,TRPC6,BrC1=CC2=C(/C(=C/NC3=CC=4N=C(O)NC4C=C3)/C(=O)C=C2)C=C1
16188019,TRPC6,O1N=C(C(=O)NC2=CN(N=C2)CC=3C(=CC=CC3)C)C=C1C=4OC=CC4
856040,TRPC6,O=C(NC1=CC=C(C=C1)C(=O)C)C=2C=3C(N=C(C2)C)=CC=CC3
2536503,TRPC6,O(CC(=O)N1CCC=2C(C1)=CC=CC2)C3=C(OC)C=C(C=C3)C(=O)C
602473,TRPC6,FC1=C(NC(=O)CC2C=3C(OC=4C2=CC=CC4)=CC=CC3)C=CC=C1
3869509,TRPC6,S(C=1C=C(O)N(C1O)C=2C=CC(=CC2)C(OC)=O)C=3NC(=NN3)C
3849624,TRPC6,S(C=1N2C(=NC(O)=C2)C=3C(N1)=CC(OC)=C(OC)C3)CC=4C(=CC=CC4)C
24793665,TRPC6,O=C(NC=1C=CC(=CC1)C=2ON=CC2)CC(N3N=C(C=C3C)C)C
22517482,TRPC6,S(=O)(=O)(NC1=CC(=CC=C1)C)C=2SC(NC(=O)C3=C(F)C=CC=C3)=NN2
1075453,TRPC6,O=C(NCCC=1CCCCC1)C2CCN(CC2)C(=O)CC3=CC=CC=C3
4569772,TRPC6,S1C(C(N2CCN(CC2)C3=CC=CC=C3)C=4SC=CC4)=C(O)N5N=CN=C15
3146175,TRPC6,S(C=1NC2=C(N1)C=CC=C2)CC(=O)NC=3SC(=NN3)CC(OCC)=O
2253404,TRPC6,S1/C(/C(=O)N(CC(=O)NC(C)(C)C)C1=S)=C\C2=CC=CC=C2
2118216,TRPC6,S(CC=1C=2OCOCC2C=C(N(=O)=O)C1)C=3N(C(=NN3)C4=NC=CC=C4)C
7675654,TRPC6,S(C=1N(C(C)C)C=NN1)CC(=O)NC(=O)C2=C(OC)C=CC=C2
1088449,TRPC6,FC1=CC=C(CN2C(=O)C3=C(N(N=C3)C4=CC=C(F)C=C4)N=C2)C=C1
2589460,TRPC6,S1C=2N=C(SC=C3N=C4SC=CN4C(=O)C3)N(C(=O)C2C(=C1C)C)CC=C
2787119,TRPC6,FC(F)(F)C1=C(NC(=O)CN2C(=O)C=3C(C2=O)=CC=CC3)C=CC=C1
1365867,TRPC6,ClC1=C(C(=O)NC2=C(C(=O)N3CCCCC3)C=CC=C2)C=CC(Cl)=C1
1101219,TRPC6,S(=O)(=O)(C=1C(S(=O)(=O)CCC)=C(N2C1C(N)=CC=C2)C(OC)=O)CCC
24818224,TRPC6,BrC1=CC=C(CC(OCC2=NC(=O)NC(C2C(OCC)=O)C)=O)C=C1
16189703,TRPC6,O=C1N(N=C(C1=CC2=CC(O)=C(O)C=C2)C3=CC=CC=C3)C4=CC=CC=C4
654993,TRPC6,S(CC(=O)N1CCCC=2C1=CC=CC2)C=3N(C(=NN3)CSC4=NC=CC=N4)C
861963,TRPC6,O=C(NC=1C=CC(=CC1)C)CCN2C3=C(N=C2)C=C(C(=C3)C)C
664921,TRPC6,O1C=2C(C(=O)C(C3=CC=CC=C3)=C1)=CC=C(OC(=O)N(CC)CC)C2
2459439,TRPC6,S1C(=C(C2=C(NCC(=O)NC=3C(=CC=CC3C)C)N=CN=C12)C)C
3158125,TRPC6,ClC=1C=CC(C2=NOC(C(O)N3CCN(CC3)C(=O)C=4OC=CC4)=C2)=CC1
1241929,TRPC6,S(O)(=O)(=NC=1C=CC(=CC1)C(=O)NC=2C(OC)=CC=C(OC)C2)C
666881,TRPC6,O1N(=O)=C(C(=N1)C(=O)C2=C(N(N=C2)C)C)C(=O)C3=C(N(N=C3)C)C
2888171,TRPC6,OC=1N(C(O)C=2C1C3=C(C2C=C3)C(C)C)C4=CC(OC(=O)C)=CC=C4
24978819,TRPC6,O=C1N2CCCC2=NC=3C1=CC=C(C3)C(OC=4C=C(C=CC4)C(=O)C)=O
7259397,TRPC6,ClC=1C(CNC(=O)CSC=2N=C3N(C=CC=C3C)C(=O)N2)=CC=CC1
2981432,TRPC6,O1C2(C(C(CC2)(C1=O)C)(C)C)C(=O)N(C3=C(C=CC=C3)C(OC)=O)C
3217675,TRPC6,O(C=1C=C2C(N=CC(=C2O)C(=O)NCCC3=CC=CC=C3)=CC1)C
724907,TRPC6,S1C2=C(CCCC2)C3=C1N=CN(C3=O)CC=4C=CC(=CC4)C(O)=O
22512996,TRPC6,O1C(CN(C=2C1=CC=CC2)C(=O)CCC(=O)NCCC3=CC=CC=C3)C
728861,TRPC6,O(CC(=O)NC1CC1)C=2C(=CC=C(OC)C2)C(=O)C3=CC=CC=C3
2867567,TRPC6,OC=1N(C(O)=C2C1C3CC2C=C3)C=4C=CC(=CC4)C=5OC=6C(N5)=CC=CC6
8015998,TRPC6,O=C(N[C@@H](C)C(=O)O)C1=NC=C2NC3=C(C2=C1)C=CC=C3
16008331,TRPC6,S(=O)(=O)(NCC1CCC(CC1)C(=O)N(CCCC)CC)C=2C3=NSN=C3C=CC2
7527855,TRPC6,S(CC(=O)NC=1C=C2OCCOC2=CC1)C3=NC(CC)=CC(O)=N3
2852493,TRPC6,O=C(CN1C=2C(N=C1NCCCO)=CC=CC2)C=3C=CC(N(=O)=O)=CC3
6625042,TRPC6,S(=O)(=O)(CC=1OC(=NN1)C(=O)NCCC2=CC=CC=C2)C3=CC=CC=C3
7967921,TRPC6,O(C=1C(OC)=CC(=CC1OC)C(=O)NC=2C=C(N3N=NN=C3)C=CC2)C
16554010,TRPC6,S(=O)(=O)(N1CCN(CC1)C(=S)NCC2OCCC2)C3=CC=C(OCC)C=C3
1470482,TRPC6,S(CC(=O)N1CCCCC1)C=2SC(NC(=O)C=3C(F)=CC=CC3F)=NN2
5876710,TRPC6,S1C2=C(N=C1C(C(=O)CSC3=C(C=CC=C3)C(O)=O)C#N)C=CC=C2
828954,TRPC6,O(CC=1C(=C(N2CCN(CC2)CC3=CC=CC=C3)N=C(C1)C)C#N)C
16189175,TRPC6,S1C(CCC(=O)N2CC(CCC2)C(=O)C=3C(=CC(OC)=CC3)C)=C(N=C1)C
16191816,TRPC6,O=C(N1CCC(N2CCC(CC2)C(=O)NCC3OCCC3)CC1)C4CCCCC4
3635143,TRPC6,ClC1=C(C=2N=C(SCC(=O)NC=3C=C4OCOC4=CC3)SN2)C=CC=C1
